Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
9866186,0.13798282,0.0,0.0,0.0,0.10395391,0.18064901,0.0,0.48078036,0.23864774,0.0,0.14540009,0.1910275,0.31539056,0.021501763,0.04674267,0.0,0.13963364,0.0,0.042554658,0.0,0.0,0.15967639,0.39646918,0.49970028,0.346046,0.41635656,0.43026504,0.0,0.025668848,0.0,0.0,0.08298327,0.5098243,0.5560798,0.27991435,0.49178714,0.121412575,0.2585524,0.0,0.028886858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5500422
53325874,0.1885755,0.04968744,0.0,0.0,0.0,0.094426304,0.0,0.16802815,0.30830655,0.00020465627,0.08361562,0.2915301,0.27333355,0.22001642,0.046519283,0.0,0.18249607,0.08260576,0.0,0.0,0.0,0.28539118,0.23580024,0.45234594,0.5869833,0.33515206,0.0,0.0,0.014760865,0.0,0.0,0.30190957,0.37955368,0.27176046,0.11931534,0.24832593,0.042343654,0.0,0.0,0.0,0.0,0.0,0.039732248,0.052433427,0.0,0.0,0.0,0.02359357,0.0,0.39741397
1714884,0.36251634,0.23891562,0.0,0.0,0.07096451,0.13456883,0.0,0.12831037,0.17653817,0.0,0.2781279,0.0,0.4636891,0.10496641,0.080095895,0.044928182,0.20956483,0.05711889,0.0,0.0,0.0,0.3079527,0.0,0.24750677,0.2905403,0.08503933,0.3207034,0.0,0.13015558,0.0,0.0,0.25700194,0.08421521,0.24826846,0.14918076,0.0,0.0,0.0,0.0,0.04531938,0.0,0.0,0.07209746,0.055742726,0.0,0.0,0.0,0.0,0.0,0.5903488
2130404,0.16180174,0.0,0.0,0.0,0.0010968205,0.09323475,0.0,0.41158286,0.37218657,0.0,0.26088786,0.16507238,0.30830806,0.14777827,0.0,0.0,0.5091108,0.0,0.23943616,0.0,0.0,0.791101,0.5054092,0.75287,0.48446587,0.43038693,0.26509142,0.0,0.4312829,0.0,0.0,0.29276946,0.4864006,0.45690304,0.35434365,0.38637662,0.24988943,0.0,0.0,0.0,0.0,0.15244131,0.0,0.34550315,0.0,0.0,0.0,0.0,0.0,0.54188395
2126,0.2581337,0.096141696,0.0,0.0,0.0,0.084912285,0.0,0.12861021,0.2679405,0.015602991,0.0832823,0.29596716,0.2749815,0.18341091,0.014662269,0.0,0.25271624,0.0753555,0.049271915,0.0,0.0,0.34521776,0.24421969,0.44696063,0.50728786,0.2953176,0.0,0.0,0.09410201,0.0,0.0,0.28971636,0.3974803,0.27751875,0.1379802,0.21441387,0.06523895,0.0,0.0,0.0,0.0,0.0,0.04913544,0.05614473,0.0,0.0,0.0,0.0,0.0,0.43865258
25022340,0.6317217,0.6004553,0.0,0.0,0.20625676,0.2810761,0.0,0.3145588,0.30070916,0.0,0.26772195,0.20828222,0.4109548,0.1129743,0.0,0.0,0.74303854,0.09065269,0.17112385,0.0,0.029006397,0.717406,0.11045178,0.66063917,0.14491591,0.36668485,0.3331001,0.021769747,0.503195,0.0,0.0,0.50589347,0.56120694,0.52423567,0.48134065,0.0,0.3052463,0.0,0.0,0.0,0.0,0.0,0.2141764,0.19104135,0.0,0.0,0.0,0.0,0.433911,0.7807815
11955716,0.1921018,0.0,0.0,0.0,0.041599177,0.115969375,0.0,0.39212406,0.33631116,0.0,0.28081512,0.17314026,0.33831525,0.13277164,0.0,0.0,0.52932477,0.0,0.24236992,0.0,0.0,0.78129613,0.465729,0.7597353,0.45802385,0.40081835,0.29676723,0.0,0.43288708,0.0,0.0,0.28841525,0.46520868,0.44260058,0.35133705,0.35450387,0.23384637,0.0,0.0,0.0,0.0,0.11972453,0.0,0.34794354,0.0,0.0,0.0,0.0,0.0,0.56310195
11175137,0.4626593,0.082935676,0.0,0.0,0.0,0.24143817,0.0,0.5364809,0.22237954,0.0,0.038675725,0.28855184,0.56203604,0.5927141,0.0,0.0051165493,0.5134702,0.0,0.18887998,0.0,0.0,0.35929725,0.3603095,0.6335467,0.38288695,0.42424697,0.5615098,0.0,0.0,0.0,0.0,0.4305471,0.33659315,0.6350532,0.29602876,0.24200985,0.32401454,0.0,0.0,0.0,0.0,0.0,0.19056313,0.12645325,0.02005125,0.0,0.0,0.11280792,0.0,0.8760517
56973724,0.6477963,0.35726535,0.0,0.0,0.36581835,0.61084837,0.0,0.43334487,0.23642667,0.035627946,0.23473632,0.47666833,0.40354,0.067240514,0.0,0.0,0.898039,0.3440538,0.25903824,0.0,0.0,0.76124656,0.19213217,0.91031283,0.14007996,0.405022,0.36794612,0.0,0.47246933,0.0,0.0,0.6789249,0.4155262,0.49855825,0.42257297,0.2966781,0.38543054,0.0,0.0,0.07536659,0.0,0.0,0.2199891,0.35393342,0.0,0.0,0.0,0.0,0.25264502,0.69733983
16659841,0.15726551,0.0,0.0,0.0,0.084434636,0.0,0.0,0.57959384,0.15316913,0.0,0.38853377,0.23714991,0.3781645,0.26035008,0.31975552,0.03099898,0.13072754,0.0,0.09109963,0.0,0.0,0.35277465,0.35106018,0.3832136,0.59417385,0.6000062,0.16838865,0.0,0.3128886,0.0,0.0,0.5706417,0.07632496,0.47168437,0.24893759,0.13084762,0.13183264,0.0,0.0,0.0,0.0,0.0,0.38542956,0.06507048,0.0,0.0,0.156521,0.0,0.2743636,0.8180844
